,days,dow,rank,daily,theaters,special events
0,2019-12-20,Friday,1,89615288.0,4406,nan
1,2019-12-21,Saturday,1,20339.0,4406,nan
2,2019-12-22,Sunday,1,89615288.0,4406,nan
3,2019-12-23,Monday,1,47467565.0,4406,nan
4,2019-12-24,Tuesday,1,10773.0,4406,nan
5,2019-12-25,Wednesday,1,137082853.,4406,Christmas 
6,2019-12-26,Thursday,1,40301011.0,4406,nan
7,2019-12-27,Friday,1,9146.0,4406,nan
8,2019-12-28,Saturday,1,177383864.,4406,nan
9,2019-12-29,Sunday,1,29389847.0,4406,nan
10,2019-12-30,Monday,1,6670.0,4406,nan
11,2019-12-31,Tuesday,1,206773711.,4406,New Year's
12,2020-01-01,Wednesday,1,20270474.0,4406,New Year's
13,2020-01-02,Thursday,1,4600.0,4406,nan
14,2020-01-03,Friday,1,227044185.,4406,nan
15,2020-01-04,Saturday,1,32165681.0,4406,nan
16,2020-01-05,Sunday,1,7300.0,4406,nan
17,2020-01-06,Monday,1,259209866.,4406,nan
18,2020-01-07,Tuesday,1,30586950.0,4406,nan
19,2020-01-08,Wednesday,1,6942.0,4406,nan
20,2020-01-09,Thursday,1,289796816.,4406,nan
21,2020-01-10,Friday,3,26069973.0,4279,nan
22,2020-01-11,Saturday,2,5916.0,4279,nan
23,2020-01-12,Sunday,2,315866789.,4279,nan
24,2020-01-13,Monday,2,25075535.0,4279,nan
25,2020-01-14,Tuesday,2,5691.0,4279,nan
26,2020-01-15,Wednesday,3,340942324.,4279,nan
27,2020-01-16,Thursday,3,21244082.0,4279,nan
28,2020-01-17,Friday,5,4821.0,3058,nan
29,2020-01-18,Saturday,5,362186406.,3058,nan
30,2020-01-19,Sunday,5,15302130.0,3058,nan
31,2020-01-20,Monday,5,3473.0,3058,MLK Day
32,2020-01-21,Tuesday,6,377488536.,3058,nan
33,2020-01-22,Wednesday,5,13217698.0,3058,nan
34,2020-01-23,Thursday,5,2999.0,3058,nan
35,2020-01-24,Friday,7,390706234.,2800,nan
36,2020-01-25,Saturday,7,17076472.0,2800,nan
37,2020-01-26,Sunday,6,3875.0,2800,nan
38,2020-01-27,Monday,7,407782706.,2800,nan
39,2020-01-28,Tuesday,8,9274735.0,2800,nan
40,2020-01-29,Wednesday,6,2105.0,2800,nan
41,2020-01-30,Thursday,7,417057441.,2800,nan
42,2020-01-31,Friday,10,11038440.0,2202,nan
43,2020-02-01,Saturday,7,2505.0,2202,nan
44,2020-02-02,Sunday,8,428095881.,2202,nan
45,2020-02-03,Monday,8,14319903.0,2202,nan
46,2020-02-04,Tuesday,9,3250.0,2202,nan
47,2020-02-05,Wednesday,8,442415784.,2202,nan
48,2020-02-06,Thursday,8,9166472.0,2202,nan
49,2020-02-07,Friday,10,2080.0,1746,nan
50,2020-02-08,Saturday,10,451582256.,1746,nan
51,2020-02-09,Sunday,8,2978242.0,1746,nan
52,2020-02-10,Monday,10,675.0,1746,nan
53,2020-02-11,Tuesday,11,454560498.,1746,nan
54,2020-02-12,Wednesday,10,3981109.0,1746,nan
55,2020-02-13,Thursday,11,903.0,1746,nan
56,2020-02-14,Friday,15,458541607.,992,nan
57,2020-02-15,Saturday,14,2403487.0,992,nan
58,2020-02-16,Sunday,14,545.0,992,nan
59,2020-02-17,Monday,14,460945094.,992,Presidents
60,2020-02-18,Tuesday,15,2165596.0,992,nan
61,2020-02-19,Wednesday,15,491.0,992,nan
62,2020-02-20,Thursday,15,463110690.,992,nan
63,2020-02-21,Friday,20,3892246.0,558,nan
64,2020-02-22,Saturday,19,909.0,558,nan
65,2020-02-23,Sunday,20,467002936.,558,nan
66,2020-02-24,Monday,20,6769352.0,558,nan
67,2020-02-25,Tuesday,20,1581.0,558,nan
68,2020-02-26,Wednesday,21,473772288.,558,nan
69,2020-02-27,Thursday,20,4525436.0,558,nan
70,2020-02-28,Friday,21,1057.0,393,nan
71,2020-02-29,Saturday,21,478297724.,393,nan
72,2020-03-01,Sunday,21,1153399.0,393,nan
73,2020-03-02,Monday,22,269.0,393,nan
74,2020-03-03,Tuesday,22,479451123.,393,nan
75,2020-03-04,Wednesday,22,1856300.0,393,nan
76,2020-03-05,Thursday,21,433.0,393,nan
77,2020-03-06,Friday,23,481307423.,269,nan
78,2020-03-07,Saturday,23,1261857.0,269,nan
79,2020-03-08,Sunday,23,294.0,269,nan
80,2020-03-09,Monday,24,482569280.,269,nan
81,2020-03-10,Tuesday,23,1076521.0,269,nan
82,2020-03-11,Wednesday,24,251.0,269,nan
83,2020-03-12,Thursday,21,483645801.,269,COVID-19 P
84,2020-03-13,Friday,23,1970398.0,189,COVID-19 P
85,2020-03-14,Saturday,22,644.0,189,COVID-19 P
86,2020-03-15,Sunday,23,485616199.,189,COVID-19 P
87,2020-03-16,Monday,18,3529380.0,189,COVID-19 P
88,2020-03-17,Tuesday,18,1154.0,189,COVID-19 P
89,2020-03-18,Wednesday,16,489145579.,189,COVID-19 P
90,2020-03-19,Thursday,15,2789270.0,189,COVID-19 P
